,source_file,sentence,begin,end,annotator,_annotation,text,_sentence_text,annotation,sentiment_cat,aspect_cat
694,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_997-1319,1102,1109,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1102, end=1109, entitycategory=HUM_LANDFORM), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1066, end=1079, entitycategory=HUM_LANDFORM), begin=1102, end=1109, linktype=refers_to)",caserne,"On les a relevés une fois pour toutes de cette faction sans objet et les logements qui leur servirent de caserne n'hébergent plus que des rats et des chouettes , à moins que -- comme c'est notre cas -- des mariniers surpris par le gros temps ne viennent chercher à l'ombre de leurs voûtes une place où dormir en sécurité .",ASPECT,,HUM_LANDFORM
695,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_997-1319,1199,1212,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1199, end=1212, entitycategory=ORGANISATION), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=1213, end=1238, sentimentcategory=2), begin=1199, end=1212, linktype=sentiment_of)",des mariniers,"On les a relevés une fois pour toutes de cette faction sans objet et les logements qui leur servirent de caserne n'hébergent plus que des rats et des chouettes , à moins que -- comme c'est notre cas -- des mariniers surpris par le gros temps ne viennent chercher à l'ombre de leurs voûtes une place où dormir en sécurité .",ASPECT,2,ORGANISATION
696,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_997-1319,1233,1238,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1233, end=1238, entitycategory=WEATHER), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=1228, end=1232, sentimentcategory=2), begin=1233, end=1238, linktype=sentiment_of)",temps,"On les a relevés une fois pour toutes de cette faction sans objet et les logements qui leur servirent de caserne n'hébergent plus que des rats et des chouettes , à moins que -- comme c'est notre cas -- des mariniers surpris par le gros temps ne viennent chercher à l'ombre de leurs voûtes une place où dormir en sécurité .",ASPECT,2,WEATHER
697,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_1850-1972,1914,1934,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1914, end=1934, entitycategory=NAT_PHENOMENON, sentimentcategory=2), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=1949, end=1970, sentimentcategory=2), begin=1914, end=1934, linktype=sentiment_of)",la voix de l'ouragan,"A mesure que nous gravissons les marches de l'étroit escalier , la voix de l'ouragan , au dehors , grossit et s'exaspère .",NULL,2,NAT_PHENOMENON
698,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_1973-2071,1973,1977,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1973, end=1977, entitycategory=PERSON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2002, end=2009, entitycategory=FAUNA), begin=1973, end=1977, linktype=refers_to)",Nous,"Nous nous faisons l'effet de mouches égarées dans un tuyau d'orgue , un jour de messe solennelle .",ASPECT,,PERSON
699,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_1973-2071,2002,2009,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2002, end=2009, entitycategory=FAUNA), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=2010, end=2039, sentimentcategory=2), begin=2002, end=2009, linktype=sentiment_of)",mouches,"Nous nous faisons l'effet de mouches égarées dans un tuyau d'orgue , un jour de messe solennelle .",ASPECT,2,FAUNA
700,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_2180-2309,2180,2188,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2180, end=2188, entitycategory=HUM_LANDFORM), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=2189, end=2206, sentimentcategory=2), begin=2180, end=2188, linktype=sentiment_of)",Le phare,Le phare tout entier vibre comme un mirliton grandiose dans lequel soufflerait ce que Victor Hugo appelle la « bouche d'ombre » .,ASPECT,2,HUM_LANDFORM
701,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_2688-2746,2688,2694,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2688, end=2694, entitycategory=PERSON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2833, end=2836, entitycategory=PERSON), begin=2688, end=2694, linktype=refers_to)",Louarn,"Louarn est là , -- mon second , un vieux de la vieille ...",ASPECT,,PERSON
702,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_3075-3156,3080,3088,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3080, end=3088, entitycategory=HUM_LANDFORM), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=3089, end=3094, sentimentcategory=2), begin=3080, end=3088, linktype=sentiment_of)",l'espace,Dans l'espace exigu où nous sommes resserrés il règne une moite tiédeur d'étuve .,ASPECT,2,HUM_LANDFORM
703,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_3157-3271,3157,3164,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3157, end=3164, entitycategory=NAT_PHENOMENON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=3194, end=3248, sentimentcategory=2), begin=3157, end=3164, linktype=sentiment_of)",La buée,La buée qui s'élève de nos vêtements mêle un fort parfum de saumure à l'odeur d'huile rance qui remplit la pièce .,ASPECT,2,NAT_PHENOMENON
704,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_3366-3527,3454,3463,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3454, end=3463, entitycategory=LOCATION), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=3464, end=3473, sentimentcategory=3), begin=3454, end=3463, linktype=sentiment_of)",ces lieux,"Louarn a été le témoin de bien des catastrophes , depuis près de vingt ans qu'il habite ces lieux farouches . -- Vingt ans moins quatre mois , oui , monsieur ...",ASPECT,3,LOCATION
705,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_3528-3582,3528,3545,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=3528, end=3545, entitycategory=LOCATION, sentimentcategory=1), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=3566, end=3578, sentimentcategory=1), begin=3528, end=3545, linktype=sentiment_of)",Ç ' a été pénible,"Ç ' a été pénible , dans les débuts , très pénible ...",NULL,1,LOCATION
706,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_3661-3691,3675,3684,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3675, end=3684, entitycategory=LOCATION), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=3685, end=3689, sentimentcategory=4), begin=3675, end=3684, linktype=sentiment_of)",d'un pays,Je suis natif d'un pays vert .,ASPECT,4,LOCATION
707,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_3692-3767,3744,3755,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3744, end=3755, entitycategory=FLORA), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=3756, end=3763, sentimentcategory=4), begin=3744, end=3755, linktype=sentiment_of)",les vergers,Longtemps j'ai pleuré après les haies d'aubépine et les vergers ombreux ...,ASPECT,4,FLORA
708,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_3803-3916,3821,3832,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3821, end=3832, entitycategory=BIOME), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=3833, end=3840, sentimentcategory=2), begin=3821, end=3832, linktype=sentiment_of)",cette terre,"Je me suis fait à cette terre sauvage ; j ' y ai pris racine parmi les bruyères , le serpolet et le gazon marin .",ASPECT,2,BIOME
709,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_3917-3976,3942,3956,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3942, end=3956, entitycategory=HUM_LANDFORM), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=3957, end=3974, sentimentcategory=4), begin=3942, end=3956, linktype=sentiment_of)",des résidences,On m ' a souvent proposé des résidences plus avantageuses .,ASPECT,4,HUM_LANDFORM
710,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_4545-4633,4573,4590,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4573, end=4590, entitycategory=PERSON, sentimentcategory=3), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=4604, end=4631, sentimentcategory=1), begin=4573, end=4590, linktype=sentiment_of)",la voix du mousse,"Une voix d'enfant surtout , la voix du mousse , je pense , s'égosillait à fendre l'âme .",NULL,1,PERSON
711,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_4634-4696,4655,4665,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4655, end=4665, entitycategory=WEATHER), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=4641, end=4652, sentimentcategory=2), begin=4655, end=4665, linktype=sentiment_of)",une rafale,"Mais , brusquement , une rafale a passé , et tout s'est tû ...",ASPECT,2,WEATHER
712,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_4634-4696,4655,4665,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4655, end=4665, entitycategory=WEATHER), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=4676, end=4692, sentimentcategory=1), begin=4655, end=4665, linktype=sentiment_of)",une rafale,"Mais , brusquement , une rafale a passé , et tout s'est tû ...",ASPECT,1,WEATHER
713,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_4697-4903,4729,4735,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4729, end=4735, entitycategory=PERSON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=4725, end=4728, sentimentcategory=4), begin=4729, end=4735, linktype=sentiment_of)",Louarn,"Nous écoutons les récits du bon Louarn à travers une demi-somnolence béate qui en atténue singulièrement le caractère , leur donne l'apparence d'histoires d'autrefois , arrivées en des âges très lointains .",ASPECT,4,PERSON
714,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_5100-5228,5190,5198,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5190, end=5198, entitycategory=NAT_PHENOMENON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=5199, end=5226, sentimentcategory=2), begin=5190, end=5198, linktype=sentiment_of)",l'embrun,"C'était au coeur de l'hiver , par une nuit tragique , balayée d'un souffle si glacial que l'embrun se cristallisait dans l'air .",ASPECT,2,NAT_PHENOMENON
715,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_5229-5380,5229,5239,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5229, end=5239, entitycategory=ORGANISATION), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=5242, end=5272, sentimentcategory=1), begin=5229, end=5239, linktype=sentiment_of)",L'équipage,"L'équipage , aux trois quarts mort de froid , sauta dans une chaloupe et fit rames vers l'île où la lumière du phare brûlait comme une lampe de salut .",ASPECT,1,ORGANISATION
716,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_5733-6023,5792,5800,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5792, end=5800, entitycategory=ORGANISATION), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=5801, end=5809, sentimentcategory=2), begin=5792, end=5800, linktype=sentiment_of)",matelots,"Louarn vit alors cette chose atroce : une demi-douzaine de matelots gisaient , affalés entre les bancs ; c'étaient déjà des corps inertes , mais ce n'étaient pas encore des cadavres ; on les souleva par les aisselles et on les envoya rejoindre par-dessus bord les ustensiles et les vivres .",ASPECT,2,ORGANISATION
717,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_5733-6023,5792,5800,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5792, end=5800, entitycategory=ORGANISATION), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=5812, end=5835, sentimentcategory=2), begin=5792, end=5800, linktype=sentiment_of)",matelots,"Louarn vit alors cette chose atroce : une demi-douzaine de matelots gisaient , affalés entre les bancs ; c'étaient déjà des corps inertes , mais ce n'étaient pas encore des cadavres ; on les souleva par les aisselles et on les envoya rejoindre par-dessus bord les ustensiles et les vivres .",ASPECT,2,ORGANISATION
718,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_5733-6023,5792,5800,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5792, end=5800, entitycategory=ORGANISATION), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6074, end=6088, entitycategory=PERSON), begin=5792, end=5800, linktype=refers_to)",matelots,"Louarn vit alors cette chose atroce : une demi-douzaine de matelots gisaient , affalés entre les bancs ; c'étaient déjà des corps inertes , mais ce n'étaient pas encore des cadavres ; on les souleva par les aisselles et on les envoya rejoindre par-dessus bord les ustensiles et les vivres .",ASPECT,,ORGANISATION
719,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_6068-6196,6068,6070,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6068, end=6070, entitycategory=PERSON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=6427, end=6445, entitycategory=PERSON, sentimentcategory=1), begin=6068, end=6070, linktype=refers_to)",Un,"Un de ces malheureux , avant de quitter le navire en détresse , avait eu la précaution de se munir d'une ceinture de sauvetage .",ASPECT,1,PERSON
720,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_6703-6872,6795,6807,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6795, end=6807, entitycategory=NAT_PHENOMENON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=6808, end=6818, sentimentcategory=2), begin=6795, end=6807, linktype=sentiment_of)",paquet d'eau,"Ils s'efforcèrent , à l'aide d'une gaffe , de le maintenir à distance , dans l'espoir qu'un paquet d'eau plus lourd , en s'abattant sur lui , achèverait de l'engloutir .",ASPECT,2,NAT_PHENOMENON
721,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_6873-6969,6878,6884,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6878, end=6884, entitycategory=BIOME), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=6885, end=6902, sentimentcategory=1), begin=6878, end=6884, linktype=sentiment_of)",la mer,Mais la mer semblait s'amuser de l'aventure et ne se pressait point de terminer ce jeu macabre .,ASPECT,1,BIOME
722,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_7245-7493,7464,7468,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7464, end=7468, entitycategory=NAT_LANDFORM), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=7457, end=7463, sentimentcategory=3), begin=7464, end=7468, linktype=sentiment_of)",anse,"Il s'enfonça , disparut , mais pour reparaître plus loin sous un aspect plus hideux , le crâne fracassé , les membres à moitié détachés du corps ... -- Il poursuivit la chaloupe , conclut Louarn , jusque dans la petite anse où vous êtes débarqués .",ASPECT,3,NAT_LANDFORM
723,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_7494-7610,7539,7549,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7539, end=7549, entitycategory=PERSON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=7550, end=7559, sentimentcategory=3), begin=7539, end=7549, linktype=sentiment_of)",des marins,Nous recueillîmes ici les hommes : c'étaient des marins étrangers ; toute la nuit ils délirèrent dans leur sommeil .,ASPECT,3,PERSON
724,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_7611-7743,7717,7741,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7717, end=7741, entitycategory=NAT_LANDFORM), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=7694, end=7706, sentimentcategory=2), begin=7717, end=7741, linktype=sentiment_of)",tous les abords de l'île,"Et , le lendemain , avant de reprendre la mer pour gagner la côte , ils scrutèrent anxieusement du regard tous les abords de l'île .",ASPECT,2,NAT_LANDFORM
725,GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_7841-7914,7841,7851,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7841, end=7851, entitycategory=PERSON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=7970, end=7979, entitycategory=PERSON, sentimentcategory=2), begin=7841, end=7851, linktype=refers_to)",Le matelot,Le matelot à la ceinture de liège avait dû être emporté par le jusant ...,ASPECT,2,PERSON
