sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
GB-141_sample_French_18.txt_16361-16556,"['GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt']","[16399, 16418, 16433, 16453, 16471]","[16404, 16423, 16443, 16461, 16481]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=16399, end=16404, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16418, end=16423, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=16433, end=16443, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=16453, end=16461, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=16471, end=16481, entitycategory=PERSON)']","['maire', 'ville', 'architecte', 'chanoine', 'commerçant']","Il changeait souvent de rôle : tantôt maire d'une petite ville , tantôt architecte , tantôt chanoine , tantôt commerçant ; mais quel que fût le rôle qu'il adoptât , il n'en sortait de la soirée .","['NULL_CAT', 'ASPECT', 'NULL_CAT', 'NULL_CAT', 'NULL_CAT']","['PERSON', 'HUM_LANDFORM', 'PERSON', 'PERSON', 'PERSON']","(['Il', 'changeait', 'souvent', 'de', 'rôle', 'tantôt', 'maire', ""d'une"", 'petite', 'ville', ',', 'tantôt', 'architecte', ',', 'tantôt', 'chanoine', ',', 'tantôt', 'commerçant', ';', 'mais', 'quel', 'que', 'fût', 'le', 'rôle', ""qu'il"", 'adoptât', ',', 'il', ""n'en"", 'sortait', 'de', 'la', 'soirée', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Il', 'changeait', 'souvent', 'de', 'rôle', 'tantôt', 'maire', ""d'une"", 'petite', 'ville', ',', 'tantôt', 'architecte', ',', 'tantôt', 'chanoine', ',', 'tantôt', 'commerçant', ';', 'mais', 'quel', 'que', 'fût', 'le', 'rôle', ""qu'il"", 'adoptât', ',', 'il', ""n'en"", 'sortait', 'de', 'la', 'soirée', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GB-141_sample_French_18.txt_16946-17251,"['GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt']","[16979, 17048, 17105, 17162, 17241]","[16984, 17054, 17127, 17167, 17249]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=16979, end=16984, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=17048, end=17054, entitycategory=ORGANISATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17105, end=17127, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=17162, end=17167, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=17241, end=17249, entitycategory=PERSON)']","['homme', 'régime', 'le duc de La Vrillière', 'homme', 'ministre']","Un jour qu'il se donnait pour un homme de lettres , et qu'en cette qualité il se déchaînait contre le régime dont la révolution avait fait justice , et contre le duc de La Vrillière particulièrement , qu'il appelait homme sans conscience ; comme on lui demandait ce qu'il avait à reprocher à ce ministre ?","['NULL_CAT', 'NULL_CAT', 'ASPECT', 'NULL_CAT', 'NULL_CAT']","['PERSON', 'ORGANISATION', 'PERSON', 'PERSON', 'PERSON']","(['Un', 'jour', ""qu'il"", 'se', 'donnait', 'pour', 'un', 'homme', 'de', 'lettres', ',', 'et', ""qu'en"", 'cette', 'qualité', 'il', 'se', 'déchaînait', 'contre', 'le', 'régime', 'dont', 'la', 'révolution', 'avait', 'fait', 'justice', ',', 'et', 'contre', 'le', 'duc', 'de', 'La', 'Vrillière', 'particulièrement', ',', ""qu'il"", 'appelait', 'homme', 'sans', 'conscience', ';', 'comme', 'on', 'lui', 'demandait', 'ce', ""qu'il"", 'avait', 'à', 'reprocher', 'à', 'ce', 'ministre', '?'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O'])","['Un', 'jour', ""qu'il"", 'se', 'donnait', 'pour', 'un', 'homme', 'de', 'lettres', ',', 'et', ""qu'en"", 'cette', 'qualité', 'il', 'se', 'déchaînait', 'contre', 'le', 'régime', 'dont', 'la', 'révolution', 'avait', 'fait', 'justice', ',', 'et', 'contre', 'le', 'duc', 'de', 'La', 'Vrillière', 'particulièrement', ',', ""qu'il"", 'appelait', 'homme', 'sans', 'conscience', ';', 'comme', 'on', 'lui', 'demandait', 'ce', ""qu'il"", 'avait', 'à', 'reprocher', 'à', 'ce', 'ministre', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
GB-141_sample_French_18.txt_17338-17459,['GB-141_sample_French_18.txt'],[17449],[17457],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17449, end=17457, entitycategory=LOCATION)']",['Bastille'],"Ne sachant comment vivre , et à plus forte raison comment payer mon terme , j'imaginai de me faire mettre à la Bastille .",['ASPECT'],['LOCATION'],"(['Ne', 'sachant', 'comment', 'vivre', ',', 'et', 'à', 'plus', 'forte', 'raison', 'comment', 'payer', 'mon', 'terme', ',', ""j'imaginai"", 'de', 'me', 'faire', 'mettre', 'à', 'la', 'Bastille', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O'])","['Ne', 'sachant', 'comment', 'vivre', ',', 'et', 'à', 'plus', 'forte', 'raison', 'comment', 'payer', 'mon', 'terme', ',', ""j'imaginai"", 'de', 'me', 'faire', 'mettre', 'à', 'la', 'Bastille', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
GB-141_sample_French_18.txt_17582-17617,['GB-141_sample_French_18.txt'],[17607],[17615],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17607, end=17615, entitycategory=LOCATION)']",['Bastille'],Faisons-nous mettre à la Bastille .,['ASPECT'],['LOCATION'],"(['Faisons', 'nous', 'mettre', 'à', 'la', 'Bastille', '.'], ['O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O'])","['Faisons', 'nous', 'mettre', 'à', 'la', 'Bastille', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
GB-141_sample_French_18.txt_17618-17673,['GB-141_sample_French_18.txt'],[17648],[17660],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17648, end=17660, entitycategory=PERSON)']",['Mme Du Barri'],Je compose à cet effet contre Mme Du Barri une satire .,['ASPECT'],['PERSON'],"(['Je', 'compose', 'à', 'cet', 'effet', 'contre', 'Mme', 'Du', 'Barri', 'une', 'satire', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O'])","['Je', 'compose', 'à', 'cet', 'effet', 'contre', 'Mme', 'Du', 'Barri', 'une', 'satire', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O']"
GB-141_sample_French_18.txt_17730-17788,['GB-141_sample_French_18.txt'],[17751],[17769],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17751, end=17769, entitycategory=PERSON)']",['M. de La Vrillière'],Elle fait du bruit : M. de La Vrillière en entend parler .,['ASPECT'],['PERSON'],"(['Elle', 'fait', 'du', 'bruit', 'M', '.', 'de', 'La', 'Vrillière', 'en', 'entend', 'parler', '.'], ['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O'])","['Elle', 'fait', 'du', 'bruit', 'M', '.', 'de', 'La', 'Vrillière', 'en', 'entend', 'parler', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']"
GB-141_sample_French_18.txt_17789-18013,"['GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt']","[17839, 17912]","[17845, 17915]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17839, end=17845, entitycategory=ORGANISATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=17912, end=17915, entitycategory=PERSON)']","['police', 'roi']","Dès le lendemain de la publication , un exempt de police se présente chez moi avec une lettre de cachet . « _De la part du roi_ , me dit-il en me faisant monter dans un fiacre , suivez-moi. » J'étais au comble de mes voeux .","['ASPECT', 'NULL_CAT']","['ORGANISATION', 'PERSON']","(['Dès', 'le', 'lendemain', 'de', 'la', 'publication', ',', 'un', 'exempt', 'de', 'police', 'se', 'présente', 'chez', 'moi', 'avec', 'une', 'lettre', 'de', 'cachet', '.', '_De', 'la', 'part', 'du', 'roi_', ',', 'me', 'dit', 'il', 'en', 'me', 'faisant', 'monter', 'dans', 'un', 'fiacre', ',', 'suivez', 'moi', '.', ""J'étais"", 'au', 'comble', 'de', 'mes', 'voeux', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Dès', 'le', 'lendemain', 'de', 'la', 'publication', ',', 'un', 'exempt', 'de', 'police', 'se', 'présente', 'chez', 'moi', 'avec', 'une', 'lettre', 'de', 'cachet', '.', '_De', 'la', 'part', 'du', 'roi_', ',', 'me', 'dit', 'il', 'en', 'me', 'faisant', 'monter', 'dans', 'un', 'fiacre', ',', 'suivez', 'moi', '.', ""J'étais"", 'au', 'comble', 'de', 'mes', 'voeux', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GB-141_sample_French_18.txt_18014-18150,"['GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt']","[18042, 18100, 18128, 18141]","[18049, 18108, 18134, 18148]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=18042, end=18049, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=18100, end=18108, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=18128, end=18134, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=18141, end=18148, entitycategory=LOCATION)']","['voisins', 'Bastille', 'cocher', 'Bicêtre']","Je saluai d'un air fier les voisins attroupés pour me voir partir ; je me voyais à la Bastille , quand il crie au cocher : « À Bicêtre !","['NULL_CAT', 'ASPECT', 'NULL_CAT', 'ASPECT']","['PERSON', 'LOCATION', 'PERSON', 'LOCATION']","(['Je', 'saluai', ""d'un"", 'air', 'fier', 'les', 'voisins', 'attroupés', 'pour', 'me', 'voir', 'partir', ';', 'je', 'me', 'voyais', 'à', 'la', 'Bastille', ',', 'quand', 'il', 'crie', 'au', 'cocher', 'À', 'Bicêtre', '!'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'O'])","['Je', 'saluai', ""d'un"", 'air', 'fier', 'les', 'voisins', 'attroupés', 'pour', 'me', 'voir', 'partir', ';', 'je', 'me', 'voyais', 'à', 'la', 'Bastille', ',', 'quand', 'il', 'crie', 'au', 'cocher', 'À', 'Bicêtre', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'O']"
GB-141_sample_French_18.txt_1822-1962,['GB-141_sample_French_18.txt'],[1826],[1830],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1826, end=1830, entitycategory=PERSON)']",['dame'],"Une dame à qui il avait su plaire , une dame noble et riche , était , disait-on , déterminée à lui donner sa fortune en échange de son nom .",['NULL_CAT'],['PERSON'],"(['Une', 'dame', 'à', 'qui', 'il', 'avait', 'su', 'plaire', ',', 'une', 'dame', 'noble', 'et', 'riche', ',', 'était', ',', 'disait', 'on', ',', 'déterminée', 'à', 'lui', 'donner', 'sa', 'fortune', 'en', 'échange', 'de', 'son', 'nom', '.'], ['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Une', 'dame', 'à', 'qui', 'il', 'avait', 'su', 'plaire', ',', 'une', 'dame', 'noble', 'et', 'riche', ',', 'était', ',', 'disait', 'on', ',', 'déterminée', 'à', 'lui', 'donner', 'sa', 'fortune', 'en', 'échange', 'de', 'son', 'nom', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GB-141_sample_French_18.txt_18235-18723,['GB-141_sample_French_18.txt'],[18237],[18243],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=18237, end=18243, entitycategory=PERSON)']",['Musson'],"» Musson était merveilleusement servi par son physique , par la bonhomie qui caractérisait sa figure , par sa conformation un peu lourde , par son oeil éteint qui ne s'animait que lorsqu'il avait rencontré quelque balourdise bien conditionnée , et même par ses cheveux qui , non moins blanchis par le temps que par la poudre , ne permettaient pas de croire qu'arrivé à un âge qui commande la gravité , il pût prétendre à un genre de succès qui ne vous concilie pas absolument le respect .",['ASPECT'],['PERSON'],"(['Musson', 'était', 'merveilleusement', 'servi', 'par', 'son', 'physique', ',', 'par', 'la', 'bonhomie', 'qui', 'caractérisait', 'sa', 'figure', ',', 'par', 'sa', 'conformation', 'un', 'peu', 'lourde', ',', 'par', 'son', 'oeil', 'éteint', 'qui', 'ne', ""s'animait"", 'que', ""lorsqu'il"", 'avait', 'rencontré', 'quelque', 'balourdise', 'bien', 'conditionnée', ',', 'et', 'même', 'par', 'ses', 'cheveux', 'qui', ',', 'non', 'moins', 'blanchis', 'par', 'le', 'temps', 'que', 'par', 'la', 'poudre', ',', 'ne', 'permettaient', 'pas', 'de', 'croire', ""qu'arrivé"", 'à', 'un', 'âge', 'qui', 'commande', 'la', 'gravité', ',', 'il', 'pût', 'prétendre', 'à', 'un', 'genre', 'de', 'succès', 'qui', 'ne', 'vous', 'concilie', 'pas', 'absolument', 'le', 'respect', '.'], ['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Musson', 'était', 'merveilleusement', 'servi', 'par', 'son', 'physique', ',', 'par', 'la', 'bonhomie', 'qui', 'caractérisait', 'sa', 'figure', ',', 'par', 'sa', 'conformation', 'un', 'peu', 'lourde', ',', 'par', 'son', 'oeil', 'éteint', 'qui', 'ne', ""s'animait"", 'que', ""lorsqu'il"", 'avait', 'rencontré', 'quelque', 'balourdise', 'bien', 'conditionnée', ',', 'et', 'même', 'par', 'ses', 'cheveux', 'qui', ',', 'non', 'moins', 'blanchis', 'par', 'le', 'temps', 'que', 'par', 'la', 'poudre', ',', 'ne', 'permettaient', 'pas', 'de', 'croire', ""qu'arrivé"", 'à', 'un', 'âge', 'qui', 'commande', 'la', 'gravité', ',', 'il', 'pût', 'prétendre', 'à', 'un', 'genre', 'de', 'succès', 'qui', 'ne', 'vous', 'concilie', 'pas', 'absolument', 'le', 'respect', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GB-141_sample_French_18.txt_18724-18876,['GB-141_sample_French_18.txt'],[18763],[18768],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=18763, end=18768, entitycategory=PERSON)']",['homme'],"Chose assez singulière , c'est que cet homme si divertissant dans un personnage emprunté , n'était rien moins qu'amusant quand il restait dans le sien .",['NULL_CAT'],['PERSON'],"(['Chose', 'assez', 'singulière', ',', ""c'est"", 'que', 'cet', 'homme', 'si', 'divertissant', 'dans', 'un', 'personnage', 'emprunté', ',', ""n'était"", 'rien', 'moins', ""qu'amusant"", 'quand', 'il', 'restait', 'dans', 'le', 'sien', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Chose', 'assez', 'singulière', ',', ""c'est"", 'que', 'cet', 'homme', 'si', 'divertissant', 'dans', 'un', 'personnage', 'emprunté', ',', ""n'était"", 'rien', 'moins', ""qu'amusant"", 'quand', 'il', 'restait', 'dans', 'le', 'sien', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GB-141_sample_French_18.txt_18877-19030,"['GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt']","[18877, 18953, 19018]","[18887, 18963, 19028]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=18877, end=18887, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=18953, end=18963, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=19018, end=19028, entitycategory=PERSON)']","['Son esprit', 'les autres', 'son compte']","Son esprit , si fécond en traits de tous les genres quand il faisait parler les autres , était d'une stérilité absolue quand il parlait pour son compte .","['NULL_CAT', 'NULL_CAT', 'NULL_CAT']","['PERSON', 'PERSON', 'PERSON']","(['Son', 'esprit', ',', 'si', 'fécond', 'en', 'traits', 'de', 'tous', 'les', 'genres', 'quand', 'il', 'faisait', 'parler', 'les', 'autres', ',', 'était', ""d'une"", 'stérilité', 'absolue', 'quand', 'il', 'parlait', 'pour', 'son', 'compte', '.'], ['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O'])","['Son', 'esprit', ',', 'si', 'fécond', 'en', 'traits', 'de', 'tous', 'les', 'genres', 'quand', 'il', 'faisait', 'parler', 'les', 'autres', ',', 'était', ""d'une"", 'stérilité', 'absolue', 'quand', 'il', 'parlait', 'pour', 'son', 'compte', '.']","['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']"
GB-141_sample_French_18.txt_19031-19168,"['GB-141_sample_French_18.txt', 'GB-141_sample_French_18.txt']","[19069, 19151]","[19072, 19166]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=19069, end=19072, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=19151, end=19166, entitycategory=PERSON, sentimentcategory=1)']","['lui', 'du premier venu']","Terne , lourd , commun quand il était lui , il sentait aussitôt le besoin de cesser de l'être , et s'égayait aux dépens du premier venu .","['ASPECT', 'NULL_CAT']","['PERSON', 'PERSON']","(['Terne', ',', 'lourd', ',', 'commun', 'quand', 'il', 'était', 'lui', ',', 'il', 'sentait', 'aussitôt', 'le', 'besoin', 'de', 'cesser', 'de', ""l'être"", ',', 'et', ""s'égayait"", 'aux', 'dépens', 'du', 'premier', 'venu', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O'])","['Terne', ',', 'lourd', ',', 'commun', 'quand', 'il', 'était', 'lui', ',', 'il', 'sentait', 'aussitôt', 'le', 'besoin', 'de', 'cesser', 'de', ""l'être"", ',', 'et', ""s'égayait"", 'aux', 'dépens', 'du', 'premier', 'venu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']"
