,source_file,sentence,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat
276,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2150-2257,2185,2191,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2185, end=2191, entitycategory=PERSON)",Mensch,"Gott , wie viel Kränkungen muß der Mensch erfahren haben , wenn er den Glauben an die Menschheit verliert .",NULL,PERSON
277,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2150-2257,2236,2246,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2236, end=2246, entitycategory=PERSON)",Menschheit,"Gott , wie viel Kränkungen muß der Mensch erfahren haben , wenn er den Glauben an die Menschheit verliert .",NULL,PERSON
278,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2258-2572,2454,2463,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2454, end=2463, entitycategory=WEATHER)",regnigter,"Eine düstere Schwermut hängt bei diesem Gedan ken über dem Pfade meines Lebens ; und der Kum : mer gießt einen Nebel auf alle meine künftigen Aussichten , die keine Hoffnung mehr aufhellt . - Ein regnigter Morgen brachte mich um das Vergnügen , das die Ansicht einer so malerischen Gegend mir gewährt haben würde .",ASPECT,WEATHER
280,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2258-2572,2540,2546,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2540, end=2546, entitycategory=LOCATION)",Gegend,"Eine düstere Schwermut hängt bei diesem Gedan ken über dem Pfade meines Lebens ; und der Kum : mer gießt einen Nebel auf alle meine künftigen Aussichten , die keine Hoffnung mehr aufhellt . - Ein regnigter Morgen brachte mich um das Vergnügen , das die Ansicht einer so malerischen Gegend mir gewährt haben würde .",NULL,LOCATION
281,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2573-2775,2610,2615,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2610, end=2615, entitycategory=HUM_LANDFORM)",Weges,"Denn , wie wohl ein großer Theil des Weges , den ich durch reißte , nicht so angebaut ist , als ich hier gewohnt bin , so hat er demungeachtet alle die in Norwe gen so einheimischen wilden Schönheiten .",NULL,HUM_LANDFORM
282,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2573-2775,2728,2737,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2728, end=2737, entitycategory=LOCATION)",Norwe gen,"Denn , wie wohl ein großer Theil des Weges , den ich durch reißte , nicht so angebaut ist , als ich hier gewohnt bin , so hat er demungeachtet alle die in Norwe gen so einheimischen wilden Schönheiten .",ASPECT,LOCATION
283,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2573-2775,2741,2754,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2741, end=2754, entitycategory=LOCATION)",einheimischen,"Denn , wie wohl ein großer Theil des Weges , den ich durch reißte , nicht so angebaut ist , als ich hier gewohnt bin , so hat er demungeachtet alle die in Norwe gen so einheimischen wilden Schönheiten .",ASPECT,LOCATION
285,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2776-2907,2796,2802,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2796, end=2802, entitycategory=NAT_LANDFORM)",Thäler,"Ute berall sind die Thäler von Felsen eingeschloffen , deren graue Wände das Grün ungemein erheben , das den Boden von jenen dekt .",NULL,NAT_LANDFORM
286,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2776-2907,2807,2813,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2807, end=2813, entitycategory=NAT_LANDFORM)",Felsen,"Ute berall sind die Thäler von Felsen eingeschloffen , deren graue Wände das Grün ungemein erheben , das den Boden von jenen dekt .",NULL,NAT_LANDFORM
287,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2776-2907,2853,2857,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2853, end=2857, entitycategory=LAND_COVER, sentimentcategory=5)",Grün,"Ute berall sind die Thäler von Felsen eingeschloffen , deren graue Wände das Grün ungemein erheben , das den Boden von jenen dekt .",NULL,LAND_COVER
288,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2908-2998,2912,2918,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2912, end=2918, entitycategory=NAT_LANDFORM)",Teiche,"Die Teiche scheinen Arme aus dem See , und die Seearme haben das Ansehn ruhiger Gewässer .",NULL,NAT_LANDFORM
289,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2908-2998,2941,2944,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2941, end=2944, entitycategory=NAT_LANDFORM)",See,"Die Teiche scheinen Arme aus dem See , und die Seearme haben das Ansehn ruhiger Gewässer .",NULL,NAT_LANDFORM
290,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2908-2998,2980,2996,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2980, end=2996, entitycategory=NAT_PHENOMENON, sentimentcategory=4)",ruhiger Gewässer,"Die Teiche scheinen Arme aus dem See , und die Seearme haben das Ansehn ruhiger Gewässer .",NULL,NAT_PHENOMENON
291,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2999-3189,2999,3004,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2999, end=3004, entitycategory=NAT_LANDFORM)",Bäche,"Bäche plätschern zwischen Kieseln und in sie hinabgerollt ten , zertrümmerten Steinmassen , und bilden einen äusserst phantasiereichen Kontrast mit denen auf kahlen Wurzeln ruhenden Bäumen .",NULL,NAT_LANDFORM
292,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2999-3189,3005,3015,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3005, end=3015, entitycategory=NAT_PHENOMENON)",plätschern,"Bäche plätschern zwischen Kieseln und in sie hinabgerollt ten , zertrümmerten Steinmassen , und bilden einen äusserst phantasiereichen Kontrast mit denen auf kahlen Wurzeln ruhenden Bäumen .",ASPECT,NAT_PHENOMENON
293,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2999-3189,3077,3088,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3077, end=3088, entitycategory=NAT_LANDFORM)",Steinmassen,"Bäche plätschern zwischen Kieseln und in sie hinabgerollt ten , zertrümmerten Steinmassen , und bilden einen äusserst phantasiereichen Kontrast mit denen auf kahlen Wurzeln ruhenden Bäumen .",ASPECT,NAT_LANDFORM
294,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_2999-3189,3181,3187,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=3181, end=3187, entitycategory=FLORA)",Bäumen,"Bäche plätschern zwischen Kieseln und in sie hinabgerollt ten , zertrümmerten Steinmassen , und bilden einen äusserst phantasiereichen Kontrast mit denen auf kahlen Wurzeln ruhenden Bäumen .",NULL,FLORA
295,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3190-3255,3219,3224,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3219, end=3224, entitycategory=FLORA)",Tanne,"Es ist kein Wunder , daß die Tanne hier so oft untergraben wird .",ASPECT,FLORA
296,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3256-3458,3360,3364,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3360, end=3364, entitycategory=LAND_COVER)",Erde,"Sie schießt ihre Wurzeln ( 182 ) in einer so horizontalen Richtung , nur so eben auf die Oberfläche der Erde , daß sie , zu ihrer Bedek kung , nur gerade so viel davon erhält , als an den Felsen hängt .",ASPECT,LAND_COVER
297,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3459-3633,3530,3534,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3530, end=3534, entitycategory=NAT_PHENOMENON)",Luft,"Nichts beweißt mir so in die Aut gen leuchtend , das es vorzüglich die Luft ist , die den Wachsthum der Bäume und Pflanzen beför dert , als die schöne Gestalt dieser Tannen .",ASPECT,NAT_PHENOMENON
298,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3459-3633,3541,3592,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=3541, end=3592, entitycategory=NAT_PHENOMENON, sentimentcategory=4)",die den Wachsthum der Bäume und Pflanzen beför dert,"Nichts beweißt mir so in die Aut gen leuchtend , das es vorzüglich die Luft ist , die den Wachsthum der Bäume und Pflanzen beför dert , als die schöne Gestalt dieser Tannen .",NULL,NAT_PHENOMENON
299,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3459-3633,3563,3568,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=3563, end=3568, entitycategory=FLORA)",Bäume,"Nichts beweißt mir so in die Aut gen leuchtend , das es vorzüglich die Luft ist , die den Wachsthum der Bäume und Pflanzen beför dert , als die schöne Gestalt dieser Tannen .",NULL,FLORA
300,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3459-3633,3573,3581,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=3573, end=3581, entitycategory=FLORA)",Pflanzen,"Nichts beweißt mir so in die Aut gen leuchtend , das es vorzüglich die Luft ist , die den Wachsthum der Bäume und Pflanzen beför dert , als die schöne Gestalt dieser Tannen .",NULL,FLORA
302,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3459-3633,3625,3631,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3625, end=3631, entitycategory=FLORA)",Tannen,"Nichts beweißt mir so in die Aut gen leuchtend , das es vorzüglich die Luft ist , die den Wachsthum der Bäume und Pflanzen beför dert , als die schöne Gestalt dieser Tannen .",ASPECT,FLORA
303,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3634-3763,3638,3645,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3638, end=3645, entitycategory=FAUNA)",Fichten,"Die Fichten brauchen einen tiefern Grund , und ich habe sie selten so schön und so zahlreich auf uns fruchtbaren Klippen gesehn .",ASPECT,FAUNA
307,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3634-3763,3747,3754,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3747, end=3754, entitycategory=NAT_LANDFORM)",Klippen,"Die Fichten brauchen einen tiefern Grund , und ich habe sie selten so schön und so zahlreich auf uns fruchtbaren Klippen gesehn .",ASPECT,NAT_LANDFORM
308,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3764-4248,3799,3805,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3799, end=3805, entitycategory=NAT_LANDFORM)",Felsen,"Sie wurzeln nur in den Spalten der Felsen , oder wo ihnen , nach dem Verlauf einiger Jahre , die Tannen eine festere Stätte bereitet haben . - Als wir uns Christiania näherten , oder viel mehr als der Weg dahin sich tiefer senkte , wur den meine Augen – wiewohl der Himmel wol- kigter zu werden begann – durch den Anblik ei : nes weit ausgebreiteten , rings unter dem Ab hange eines hohen Amphitheaters von mit Tannen besezten Bergen sich hinziehenden , grünwoggten Thales gefesselt .",ASPECT,NAT_LANDFORM
309,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3764-4248,3861,3867,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3861, end=3867, entitycategory=FLORA)",Tannen,"Sie wurzeln nur in den Spalten der Felsen , oder wo ihnen , nach dem Verlauf einiger Jahre , die Tannen eine festere Stätte bereitet haben . - Als wir uns Christiania näherten , oder viel mehr als der Weg dahin sich tiefer senkte , wur den meine Augen – wiewohl der Himmel wol- kigter zu werden begann – durch den Anblik ei : nes weit ausgebreiteten , rings unter dem Ab hange eines hohen Amphitheaters von mit Tannen besezten Bergen sich hinziehenden , grünwoggten Thales gefesselt .",ASPECT,FLORA
310,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3764-4248,3919,3930,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3919, end=3930, entitycategory=LOCATION)",Christiania,"Sie wurzeln nur in den Spalten der Felsen , oder wo ihnen , nach dem Verlauf einiger Jahre , die Tannen eine festere Stätte bereitet haben . - Als wir uns Christiania näherten , oder viel mehr als der Weg dahin sich tiefer senkte , wur den meine Augen – wiewohl der Himmel wol- kigter zu werden begann – durch den Anblik ei : nes weit ausgebreiteten , rings unter dem Ab hange eines hohen Amphitheaters von mit Tannen besezten Bergen sich hinziehenden , grünwoggten Thales gefesselt .",ASPECT,LOCATION
311,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3764-4248,3965,3968,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=3965, end=3968, entitycategory=HUM_LANDFORM)",Weg,"Sie wurzeln nur in den Spalten der Felsen , oder wo ihnen , nach dem Verlauf einiger Jahre , die Tannen eine festere Stätte bereitet haben . - Als wir uns Christiania näherten , oder viel mehr als der Weg dahin sich tiefer senkte , wur den meine Augen – wiewohl der Himmel wol- kigter zu werden begann – durch den Anblik ei : nes weit ausgebreiteten , rings unter dem Ab hange eines hohen Amphitheaters von mit Tannen besezten Bergen sich hinziehenden , grünwoggten Thales gefesselt .",NULL,HUM_LANDFORM
312,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3764-4248,4030,4036,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4030, end=4036, entitycategory=NAT_PHENOMENON)",Himmel,"Sie wurzeln nur in den Spalten der Felsen , oder wo ihnen , nach dem Verlauf einiger Jahre , die Tannen eine festere Stätte bereitet haben . - Als wir uns Christiania näherten , oder viel mehr als der Weg dahin sich tiefer senkte , wur den meine Augen – wiewohl der Himmel wol- kigter zu werden begann – durch den Anblik ei : nes weit ausgebreiteten , rings unter dem Ab hange eines hohen Amphitheaters von mit Tannen besezten Bergen sich hinziehenden , grünwoggten Thales gefesselt .",ASPECT,NAT_PHENOMENON
314,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3764-4248,4153,4166,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4153, end=4166, entitycategory=HUM_LANDFORM)",Amphitheaters,"Sie wurzeln nur in den Spalten der Felsen , oder wo ihnen , nach dem Verlauf einiger Jahre , die Tannen eine festere Stätte bereitet haben . - Als wir uns Christiania näherten , oder viel mehr als der Weg dahin sich tiefer senkte , wur den meine Augen – wiewohl der Himmel wol- kigter zu werden begann – durch den Anblik ei : nes weit ausgebreiteten , rings unter dem Ab hange eines hohen Amphitheaters von mit Tannen besezten Bergen sich hinziehenden , grünwoggten Thales gefesselt .",ASPECT,HUM_LANDFORM
315,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3764-4248,4175,4181,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4175, end=4181, entitycategory=FLORA)",Tannen,"Sie wurzeln nur in den Spalten der Felsen , oder wo ihnen , nach dem Verlauf einiger Jahre , die Tannen eine festere Stätte bereitet haben . - Als wir uns Christiania näherten , oder viel mehr als der Weg dahin sich tiefer senkte , wur den meine Augen – wiewohl der Himmel wol- kigter zu werden begann – durch den Anblik ei : nes weit ausgebreiteten , rings unter dem Ab hange eines hohen Amphitheaters von mit Tannen besezten Bergen sich hinziehenden , grünwoggten Thales gefesselt .",ASPECT,FLORA
316,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3764-4248,4191,4197,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4191, end=4197, entitycategory=NAT_LANDFORM)",Bergen,"Sie wurzeln nur in den Spalten der Felsen , oder wo ihnen , nach dem Verlauf einiger Jahre , die Tannen eine festere Stätte bereitet haben . - Als wir uns Christiania näherten , oder viel mehr als der Weg dahin sich tiefer senkte , wur den meine Augen – wiewohl der Himmel wol- kigter zu werden begann – durch den Anblik ei : nes weit ausgebreiteten , rings unter dem Ab hange eines hohen Amphitheaters von mit Tannen besezten Bergen sich hinziehenden , grünwoggten Thales gefesselt .",ASPECT,NAT_LANDFORM
318,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_3764-4248,4230,4236,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4230, end=4236, entitycategory=NAT_LANDFORM)",Thales,"Sie wurzeln nur in den Spalten der Felsen , oder wo ihnen , nach dem Verlauf einiger Jahre , die Tannen eine festere Stätte bereitet haben . - Als wir uns Christiania näherten , oder viel mehr als der Weg dahin sich tiefer senkte , wur den meine Augen – wiewohl der Himmel wol- kigter zu werden begann – durch den Anblik ei : nes weit ausgebreiteten , rings unter dem Ab hange eines hohen Amphitheaters von mit Tannen besezten Bergen sich hinziehenden , grünwoggten Thales gefesselt .",ASPECT,NAT_LANDFORM
320,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_4249-4529,4314,4325,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4314, end=4325, entitycategory=HUM_LANDFORM)",Meyer- höfe,"Die weit umher verstreuten , von Leben und Thätigkeit wimmelnden Meyer- höfe , erhöhten noch die Schönheit der Gegend , die von ihrer natürlichen Wildheit so viel übrig behalten hatte , daß die Kunst , deren mitwirkende Hand hier unentbehrlich war , kaum bemerkt ( 183 . ) wurde .",ASPECT,HUM_LANDFORM
322,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_4249-4529,4360,4366,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4360, end=4366, entitycategory=LOCATION)",Gegend,"Die weit umher verstreuten , von Leben und Thätigkeit wimmelnden Meyer- höfe , erhöhten noch die Schönheit der Gegend , die von ihrer natürlichen Wildheit so viel übrig behalten hatte , daß die Kunst , deren mitwirkende Hand hier unentbehrlich war , kaum bemerkt ( 183 . ) wurde .",NULL,LOCATION
325,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_4530-4756,4544,4548,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4544, end=4548, entitycategory=FAUNA)",Kühe,"Wohlgemästete Kühe weideten auf den gemähten Wiesen , deren liebliches Grün wundert schön mit dem reifenden Korne kontrastierte , das hier aber nicht die lachende , feegenreiche Fülle hat , wie in den wärmern Himmelsstrichen .",ASPECT,FAUNA
