,source_file,sentence,begin,end,annotator,_annotation,text,_sentence_text,annotation,sentiment_cat,aspect_cat
675,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_2457-2705,2497,2515,tess,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2497, end=2515, entitycategory=FAUNA, sentimentcategory=2), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=2634, end=2667, sentimentcategory=4), begin=2497, end=2515, linktype=sentiment_of)",het zwarte monster,"En onder de algemeene toejuiching heeft het zwarte monster zich in hetzelfde oogenblik met een sprong in de wateren begraven , is het daaronder voorzeker met pijlsnelle vaart , door schrik en angst voortgejaagd , reeds verre , verre heengeschoten .",NULL,4,FAUNA
676,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_365-705,585,595,sarah_a,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=585, end=595, entitycategory=FLORA), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=615, end=625, sentimentcategory=4), begin=585, end=595, linktype=sentiment_of)",suikerriet,"Van tijd tot tijd valt een spreker er tusschen in , die ongetwijfeld iets zeer belangrijks heeft te zeggen , wat hem daar juist te binnen valt , of hoort gij het afscheuren met de tanden der dikke splinters van een stuk suikerriet , waar ze met even veel genot op kauwen , als wij dat deden op zoethout , toen wij nog kleine jongens waren .",ASPECT,4,FLORA
677,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_1626-1841,1682,1689,sarah_a,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1682, end=1689, entitycategory=FAUNA), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1881, end=1894), begin=1682, end=1689, linktype=refers_to)",kaaiman,"Op onze vaart daarheen hadden wij nog het voorrecht een kaaiman , onder het gejoel en applaudissement der roeiers , ongetwijfeld uit zoete morgenmijmeringen opgewekt , dood verschrikt in het water te zien springen .",ASPECT,,FAUNA
678,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_1626-1841,1682,1689,sarah_a,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1682, end=1689, entitycategory=FAUNA), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2154, end=2157), begin=1682, end=1689, linktype=refers_to)",kaaiman,"Op onze vaart daarheen hadden wij nog het voorrecht een kaaiman , onder het gejoel en applaudissement der roeiers , ongetwijfeld uit zoete morgenmijmeringen opgewekt , dood verschrikt in het water te zien springen .",ASPECT,,FAUNA
679,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_2326-2388,2357,2363,sarah_a,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2357, end=2363, entitycategory=FAUNA, sentimentcategory=2), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2409, end=2412), begin=2357, end=2363, linktype=refers_to)",ondier,Wij zijn tegenover het slapend ondier op zeer korten afstand .,NULL,,FAUNA
680,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_276-364,276,279,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=276, end=279, entitycategory=PERSON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=725, end=735, sentimentcategory=2), begin=276, end=279, linktype=sentiment_of)",Zij,"Zij liggen daarbij in de bidar op hun rug , soms wiegend met hun hoofd , dan weer stil .",NULL,2,PERSON
681,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_276-364,276,279,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=276, end=279, entitycategory=PERSON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=741, end=748, sentimentcategory=3), begin=276, end=279, linktype=sentiment_of)",Zij,"Zij liggen daarbij in de bidar op hun rug , soms wiegend met hun hoofd , dan weer stil .",NULL,3,PERSON
682,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_365-705,585,595,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=585, end=595, entitycategory=FLORA), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=598, end=635, sentimentcategory=2), begin=585, end=595, linktype=sentiment_of)",suikerriet,"Van tijd tot tijd valt een spreker er tusschen in , die ongetwijfeld iets zeer belangrijks heeft te zeggen , wat hem daar juist te binnen valt , of hoort gij het afscheuren met de tanden der dikke splinters van een stuk suikerriet , waar ze met even veel genot op kauwen , als wij dat deden op zoethout , toen wij nog kleine jongens waren .",ASPECT,2,FLORA
683,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_365-705,642,645,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=642, end=645, entitycategory=PERSON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=670, end=703, sentimentcategory=4), begin=642, end=645, linktype=sentiment_of)",wij,"Van tijd tot tijd valt een spreker er tusschen in , die ongetwijfeld iets zeer belangrijks heeft te zeggen , wat hem daar juist te binnen valt , of hoort gij het afscheuren met de tanden der dikke splinters van een stuk suikerriet , waar ze met even veel genot op kauwen , als wij dat deden op zoethout , toen wij nog kleine jongens waren .",NULL,4,PERSON
684,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_1626-1841,1682,1689,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1682, end=1689, entitycategory=FAUNA), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=1794, end=1809, sentimentcategory=1), begin=1682, end=1689, linktype=sentiment_of)",kaaiman,"Op onze vaart daarheen hadden wij nog het voorrecht een kaaiman , onder het gejoel en applaudissement der roeiers , ongetwijfeld uit zoete morgenmijmeringen opgewekt , dood verschrikt in het water te zien springen .",ASPECT,1,FAUNA
685,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_1626-1841,1682,1689,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1682, end=1689, entitycategory=FAUNA), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1877, end=1894, entitycategory=FAUNA, sentimentcategory=3), begin=1682, end=1689, linktype=refers_to)",kaaiman,"Op onze vaart daarheen hadden wij nog het voorrecht een kaaiman , onder het gejoel en applaudissement der roeiers , ongetwijfeld uit zoete morgenmijmeringen opgewekt , dood verschrikt in het water te zien springen .",ASPECT,3,FAUNA
686,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_1626-1841,1682,1689,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1682, end=1689, entitycategory=FAUNA), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2199, end=2216, entitycategory=FAUNA, sentimentcategory=5), begin=1682, end=1689, linktype=refers_to)",kaaiman,"Op onze vaart daarheen hadden wij nog het voorrecht een kaaiman , onder het gejoel en applaudissement der roeiers , ongetwijfeld uit zoete morgenmijmeringen opgewekt , dood verschrikt in het water te zien springen .",ASPECT,5,FAUNA
687,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_2085-2252,2199,2216,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2199, end=2216, entitycategory=FAUNA, sentimentcategory=5), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=2217, end=2247, sentimentcategory=4), begin=2199, end=2216, linktype=sentiment_of)",eene aanschouwing,"De riemen worden opgehouden , als met ingehou-den adem zien zij naar hem en nog meer de reiziger , voor wien zulk eene aanschouwing niet minder begeerd dan vreemd is .",NULL,4,FAUNA
688,DBNL-151_sample_IAA_19.txt,DBNL-151_sample_IAA_19.txt_2389-2436,2403,2408,Florian_Debaene,"w.c.Link(Dependent=w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2403, end=2408, entitycategory=PERSON), Governor=w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=2389, end=2397, sentimentcategory=4), begin=2403, end=2408, linktype=sentiment_of)",allen,Doodstil zien allen het nu eenige minuten aan .,NULL,4,PERSON
