,source_file,sentence,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat
846,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_1319-2081,1969,1976,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1969, end=1976, entitycategory=LOCATION)",Londres,"En vain les amis des arts s'étaient flattés d'un arrangement qui leur aurait permis d'aller interroger ces mystérieuses constructions aux lieux qui les ont vu s'élever , et qui semblent encore fiers d'en porter le vénérable fardeau ; il faut y renoncer ; le charme est détruit ; la porte de l'Égypte vient de se refermer une autre fois sur l'Europe , et le dernier soldat Britannique qui évacuera Alexandrie , pourra dire : _voi che vorreste entrare , perdete via ogni speranza_ [ 2 ] . [ 2 : Un homme de lettres m ' a communiqué un état qu'il s'était amusé à faire de la dépense que coûteraient , et du nombre de jours que prendraient , la route de Londres à Thèbes et le retour de Thèbes à Londres , par des diligences , paquebots , et coches d'eau réguliers .",ASPECT,LOCATION
847,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_1319-2081,1979,1985,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1979, end=1985, entitycategory=LOCATION)",Thèbes,"En vain les amis des arts s'étaient flattés d'un arrangement qui leur aurait permis d'aller interroger ces mystérieuses constructions aux lieux qui les ont vu s'élever , et qui semblent encore fiers d'en porter le vénérable fardeau ; il faut y renoncer ; le charme est détruit ; la porte de l'Égypte vient de se refermer une autre fois sur l'Europe , et le dernier soldat Britannique qui évacuera Alexandrie , pourra dire : _voi che vorreste entrare , perdete via ogni speranza_ [ 2 ] . [ 2 : Un homme de lettres m ' a communiqué un état qu'il s'était amusé à faire de la dépense que coûteraient , et du nombre de jours que prendraient , la route de Londres à Thèbes et le retour de Thèbes à Londres , par des diligences , paquebots , et coches d'eau réguliers .",ASPECT,LOCATION
848,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_1319-2081,2002,2008,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2002, end=2008, entitycategory=LOCATION)",Thèbes,"En vain les amis des arts s'étaient flattés d'un arrangement qui leur aurait permis d'aller interroger ces mystérieuses constructions aux lieux qui les ont vu s'élever , et qui semblent encore fiers d'en porter le vénérable fardeau ; il faut y renoncer ; le charme est détruit ; la porte de l'Égypte vient de se refermer une autre fois sur l'Europe , et le dernier soldat Britannique qui évacuera Alexandrie , pourra dire : _voi che vorreste entrare , perdete via ogni speranza_ [ 2 ] . [ 2 : Un homme de lettres m ' a communiqué un état qu'il s'était amusé à faire de la dépense que coûteraient , et du nombre de jours que prendraient , la route de Londres à Thèbes et le retour de Thèbes à Londres , par des diligences , paquebots , et coches d'eau réguliers .",ASPECT,LOCATION
849,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_1319-2081,2011,2018,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2011, end=2018, entitycategory=LOCATION)",Londres,"En vain les amis des arts s'étaient flattés d'un arrangement qui leur aurait permis d'aller interroger ces mystérieuses constructions aux lieux qui les ont vu s'élever , et qui semblent encore fiers d'en porter le vénérable fardeau ; il faut y renoncer ; le charme est détruit ; la porte de l'Égypte vient de se refermer une autre fois sur l'Europe , et le dernier soldat Britannique qui évacuera Alexandrie , pourra dire : _voi che vorreste entrare , perdete via ogni speranza_ [ 2 ] . [ 2 : Un homme de lettres m ' a communiqué un état qu'il s'était amusé à faire de la dépense que coûteraient , et du nombre de jours que prendraient , la route de Londres à Thèbes et le retour de Thèbes à Londres , par des diligences , paquebots , et coches d'eau réguliers .",ASPECT,LOCATION
850,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2082-2240,2106,2113,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2106, end=2113, entitycategory=LOCATION)",Londres,"En voici le résumé : De Londres à Paris. . . . . . . . . . . . . . 5 jours . . 6 louis d'or , De Paris à Lyon . . . . . . . . . . . . . . . 5 jours . . 6 do .",ASPECT,LOCATION
851,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2082-2240,2116,2121,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2116, end=2121, entitycategory=LOCATION)",Paris,"En voici le résumé : De Londres à Paris. . . . . . . . . . . . . . 5 jours . . 6 louis d'or , De Paris à Lyon . . . . . . . . . . . . . . . 5 jours . . 6 do .",ASPECT,LOCATION
852,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2082-2240,2179,2184,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2179, end=2184, entitycategory=LOCATION)",Paris,"En voici le résumé : De Londres à Paris. . . . . . . . . . . . . . 5 jours . . 6 louis d'or , De Paris à Lyon . . . . . . . . . . . . . . . 5 jours . . 6 do .",ASPECT,LOCATION
853,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2082-2240,2187,2191,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2187, end=2191, entitycategory=LOCATION)",Lyon,"En voici le résumé : De Londres à Paris. . . . . . . . . . . . . . 5 jours . . 6 louis d'or , De Paris à Lyon . . . . . . . . . . . . . . . 5 jours . . 6 do .",ASPECT,LOCATION
854,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2241-2301,2244,2248,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2244, end=2248, entitycategory=LOCATION)",Lyon,"De Lyon à Marseille , partie par le Rhône 6 jours . . 5 do .",ASPECT,LOCATION
855,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2241-2301,2251,2260,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2251, end=2260, entitycategory=LOCATION)",Marseille,"De Lyon à Marseille , partie par le Rhône 6 jours . . 5 do .",ASPECT,LOCATION
856,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2241-2301,2277,2282,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2277, end=2282, entitycategory=LOCATION)",Rhône,"De Lyon à Marseille , partie par le Rhône 6 jours . . 5 do .",ASPECT,LOCATION
857,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2302-2360,2314,2323,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2314, end=2323, entitycategory=LOCATION)",Marseille,Paquebot de Marseille à Alexandrie . . . 18 do . . 10 do .,ASPECT,LOCATION
858,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2302-2360,2326,2336,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2326, end=2336, entitycategory=LOCATION)",Alexandrie,Paquebot de Marseille à Alexandrie . . . 18 do . . 10 do .,ASPECT,LOCATION
859,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2361-2423,2361,2373,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2361, end=2373, entitycategory=LOCATION)",D'Alexandrie,D'Alexandrie au Caire par le Canal et le Nil 4 do . . . 2 do .,ASPECT,LOCATION
860,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2361-2423,2377,2382,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2377, end=2382, entitycategory=LOCATION)",Caire,D'Alexandrie au Caire par le Canal et le Nil 4 do . . . 2 do .,ASPECT,LOCATION
861,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2361-2423,2390,2395,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2390, end=2395, entitycategory=LOCATION)",Canal,D'Alexandrie au Caire par le Canal et le Nil 4 do . . . 2 do .,ASPECT,LOCATION
862,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2361-2423,2402,2405,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2402, end=2405, entitycategory=LOCATION)",Nil,D'Alexandrie au Caire par le Canal et le Nil 4 do . . . 2 do .,ASPECT,LOCATION
863,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2424-2551,2427,2432,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2427, end=2432, entitycategory=LOCATION)",Caire,"Du Caire à Thèbes. . . . . . . . . . . . . . 10 do . . . 6 do . ___ ___ 48 35 Séjour à Thèbes , au Caire , à Alexandrie , etc .",ASPECT,LOCATION
864,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2424-2551,2435,2441,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2435, end=2441, entitycategory=LOCATION)",Thèbes,"Du Caire à Thèbes. . . . . . . . . . . . . . 10 do . . . 6 do . ___ ___ 48 35 Séjour à Thèbes , au Caire , à Alexandrie , etc .",ASPECT,LOCATION
865,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2424-2551,2511,2517,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2511, end=2517, entitycategory=LOCATION)",Thèbes,"Du Caire à Thèbes. . . . . . . . . . . . . . 10 do . . . 6 do . ___ ___ 48 35 Séjour à Thèbes , au Caire , à Alexandrie , etc .",ASPECT,LOCATION
866,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2424-2551,2523,2528,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2523, end=2528, entitycategory=LOCATION)",Caire,"Du Caire à Thèbes. . . . . . . . . . . . . . 10 do . . . 6 do . ___ ___ 48 35 Séjour à Thèbes , au Caire , à Alexandrie , etc .",ASPECT,LOCATION
867,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_2424-2551,2533,2543,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2533, end=2543, entitycategory=LOCATION)",Alexandrie,"Du Caire à Thèbes. . . . . . . . . . . . . . 10 do . . . 6 do . ___ ___ 48 35 Séjour à Thèbes , au Caire , à Alexandrie , etc .",ASPECT,LOCATION
868,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_0-392,8,20,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8, end=20, entitycategory=PERSON)",Vivant Denon,"Author: Vivant Denon
Title: Voyages dans la basse et la haute Egypte
Cependant les récits de ces voyageurs , et surtout de ceux qui avaient parcouru la Haute-Égypte , étaient si imparfaits ; leurs moyens de visiter , d'examiner , et de représenter les monuments que ce pays recèle encore , étaient si bornés , que leurs relations servaient plutôt à exciter la curiosité qu ' à la satisfaire .",ASPECT,PERSON
869,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_0-392,41,49,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=41, end=49, entitycategory=LOCATION)",la basse,"Author: Vivant Denon
Title: Voyages dans la basse et la haute Egypte
Cependant les récits de ces voyageurs , et surtout de ceux qui avaient parcouru la Haute-Égypte , étaient si imparfaits ; leurs moyens de visiter , d'examiner , et de représenter les monuments que ce pays recèle encore , étaient si bornés , que leurs relations servaient plutôt à exciter la curiosité qu ' à la satisfaire .",ASPECT,LOCATION
870,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_0-392,53,68,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=53, end=68, entitycategory=LOCATION)",la haute Egypte,"Author: Vivant Denon
Title: Voyages dans la basse et la haute Egypte
Cependant les récits de ces voyageurs , et surtout de ceux qui avaient parcouru la Haute-Égypte , étaient si imparfaits ; leurs moyens de visiter , d'examiner , et de représenter les monuments que ce pays recèle encore , étaient si bornés , que leurs relations servaient plutôt à exciter la curiosité qu ' à la satisfaire .",ASPECT,LOCATION
871,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_0-392,97,106,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=97, end=106, entitycategory=PERSON)",voyageurs,"Author: Vivant Denon
Title: Voyages dans la basse et la haute Egypte
Cependant les récits de ces voyageurs , et surtout de ceux qui avaient parcouru la Haute-Égypte , étaient si imparfaits ; leurs moyens de visiter , d'examiner , et de représenter les monuments que ce pays recèle encore , étaient si bornés , que leurs relations servaient plutôt à exciter la curiosité qu ' à la satisfaire .",NULL,PERSON
872,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_0-392,149,164,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=149, end=164, entitycategory=LOCATION)",la Haute-Égypte,"Author: Vivant Denon
Title: Voyages dans la basse et la haute Egypte
Cependant les récits de ces voyageurs , et surtout de ceux qui avaient parcouru la Haute-Égypte , étaient si imparfaits ; leurs moyens de visiter , d'examiner , et de représenter les monuments que ce pays recèle encore , étaient si bornés , que leurs relations servaient plutôt à exciter la curiosité qu ' à la satisfaire .",ASPECT,LOCATION
873,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_0-392,252,261,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=252, end=261, entitycategory=HUM_LANDFORM)",monuments,"Author: Vivant Denon
Title: Voyages dans la basse et la haute Egypte
Cependant les récits de ces voyageurs , et surtout de ceux qui avaient parcouru la Haute-Égypte , étaient si imparfaits ; leurs moyens de visiter , d'examiner , et de représenter les monuments que ce pays recèle encore , étaient si bornés , que leurs relations servaient plutôt à exciter la curiosité qu ' à la satisfaire .",NULL,HUM_LANDFORM
874,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_0-392,269,273,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=269, end=273, entitycategory=LOCATION)",pays,"Author: Vivant Denon
Title: Voyages dans la basse et la haute Egypte
Cependant les récits de ces voyageurs , et surtout de ceux qui avaient parcouru la Haute-Égypte , étaient si imparfaits ; leurs moyens de visiter , d'examiner , et de représenter les monuments que ce pays recèle encore , étaient si bornés , que leurs relations servaient plutôt à exciter la curiosité qu ' à la satisfaire .",ASPECT,LOCATION
875,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_393-789,420,424,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=420, end=424, entitycategory=LOCATION)",pays,"À l'intérêt général que ce pays inspire , soit par l'importance que lui donnent sa fertilité et sa situation , soit par les souvenirs historiques qu'il retrace à l'imagination , se joint en ce moment l'intérêt des grands événements militaires dont il vient d'être le théâtre ; aussi la curiosité est-elle doublement excitée lorsqu'il paraît aujourd'hui quelque nouvelle publication sur l'Égypte .",NULL,LOCATION
879,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_393-789,779,787,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=779, end=787, entitycategory=LOCATION)",l'Égypte,"À l'intérêt général que ce pays inspire , soit par l'importance que lui donnent sa fertilité et sa situation , soit par les souvenirs historiques qu'il retrace à l'imagination , se joint en ce moment l'intérêt des grands événements militaires dont il vient d'être le théâtre ; aussi la curiosité est-elle doublement excitée lorsqu'il paraît aujourd'hui quelque nouvelle publication sur l'Égypte .",ASPECT,LOCATION
880,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_790-1017,790,810,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=790, end=810)",Deux grandes nations,"Deux grandes nations y ont paru tour à tour victorieuses . « Elles aimeront toujours à revoir les images des lieux et des monuments témoins de leurs exploits , tandis que leurs savants y chercheront de nouveaux sujets d'étude .",NULL,
881,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_790-1017,899,904,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=899, end=904, entitycategory=LOCATION)",lieux,"Deux grandes nations y ont paru tour à tour victorieuses . « Elles aimeront toujours à revoir les images des lieux et des monuments témoins de leurs exploits , tandis que leurs savants y chercheront de nouveaux sujets d'étude .",NULL,LOCATION
882,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_790-1017,912,921,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=912, end=921, entitycategory=HUM_LANDFORM)",monuments,"Deux grandes nations y ont paru tour à tour victorieuses . « Elles aimeront toujours à revoir les images des lieux et des monuments témoins de leurs exploits , tandis que leurs savants y chercheront de nouveaux sujets d'étude .",NULL,HUM_LANDFORM
883,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_790-1017,967,974,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=967, end=974, entitycategory=PERSON)",savants,"Deux grandes nations y ont paru tour à tour victorieuses . « Elles aimeront toujours à revoir les images des lieux et des monuments témoins de leurs exploits , tandis que leurs savants y chercheront de nouveaux sujets d'étude .",NULL,PERSON
884,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_1018-1318,1105,1117,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1105, end=1117, entitycategory=LOCATION, sentimentcategory=4)",ce beau pays,"Par quelle fatalité se fait-il que des rivalités d'ambition condamnent irrévocablement ce beau pays , ce grand domaine des artistes du monde entier , ce berceau des sciences , cette magnifique école encore subsistante d'architecture et de sculpture , à la destruction , à la misère et à la barbarie ?",NULL,LOCATION
886,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_1018-1318,1141,1149,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1141, end=1149, entitycategory=PERSON)",artistes,"Par quelle fatalité se fait-il que des rivalités d'ambition condamnent irrévocablement ce beau pays , ce grand domaine des artistes du monde entier , ce berceau des sciences , cette magnifique école encore subsistante d'architecture et de sculpture , à la destruction , à la misère et à la barbarie ?",NULL,PERSON
889,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_1319-2081,1327,1344,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1327, end=1344, entitycategory=PERSON)",les amis des arts,"En vain les amis des arts s'étaient flattés d'un arrangement qui leur aurait permis d'aller interroger ces mystérieuses constructions aux lieux qui les ont vu s'élever , et qui semblent encore fiers d'en porter le vénérable fardeau ; il faut y renoncer ; le charme est détruit ; la porte de l'Égypte vient de se refermer une autre fois sur l'Europe , et le dernier soldat Britannique qui évacuera Alexandrie , pourra dire : _voi che vorreste entrare , perdete via ogni speranza_ [ 2 ] . [ 2 : Un homme de lettres m ' a communiqué un état qu'il s'était amusé à faire de la dépense que coûteraient , et du nombre de jours que prendraient , la route de Londres à Thèbes et le retour de Thèbes à Londres , par des diligences , paquebots , et coches d'eau réguliers .",NULL,PERSON
890,GB-169_sample_IAA_19_French.txt,GB-169_sample_IAA_19_French.txt_1319-2081,1422,1452,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1422, end=1452, entitycategory=HUM_LANDFORM, sentimentcategory=4)",ces mystérieuses constructions,"En vain les amis des arts s'étaient flattés d'un arrangement qui leur aurait permis d'aller interroger ces mystérieuses constructions aux lieux qui les ont vu s'élever , et qui semblent encore fiers d'en porter le vénérable fardeau ; il faut y renoncer ; le charme est détruit ; la porte de l'Égypte vient de se refermer une autre fois sur l'Europe , et le dernier soldat Britannique qui évacuera Alexandrie , pourra dire : _voi che vorreste entrare , perdete via ogni speranza_ [ 2 ] . [ 2 : Un homme de lettres m ' a communiqué un état qu'il s'était amusé à faire de la dépense que coûteraient , et du nombre de jours que prendraient , la route de Londres à Thèbes et le retour de Thèbes à Londres , par des diligences , paquebots , et coches d'eau réguliers .",NULL,HUM_LANDFORM
